name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Streptomyces durocortorensis	2811104	S	11	0	11	0.00000
Streptomyces seoulensis	73044	S	11	1	12	0.00000
Streptomyces fradiae	1906	S	11	1	12	0.00000
Kitasatospora sp. NBC_00374	2975964	S	54	6	60	0.00000
Kitasatospora sp. MMS16-BH015	2018025	S	23	2	25	0.00000
Kitasatospora sp. NBC_01300	2903574	S	21	2	23	0.00000
Kitasatospora sp. NBC_01266	2903572	S	12	1	13	0.00000
Kitasatospora sp. NBC_00070	2975962	S	11	2	13	0.00000
Kitasatospora fiedleri	2991545	S	16	3	19	0.00000
Kitasatospora purpeofusca	67352	S	12	1	13	0.00000
Actinacidiphila glaucinigra	235986	S	12	0	12	0.00000
Streptacidiphilus sp. P02-A3a	2704468	S	10	0	10	0.00000
Corynebacterium casei	160386	S	2892	346	3238	0.00015
Corynebacterium stationis	1705	S	61	5	66	0.00000
Corynebacterium lujinxingii	2763010	S	36	5	41	0.00000
Corynebacterium argentoratense	42817	S	26	1	27	0.00000
Corynebacterium qintianiae	2709392	S	20	2	22	0.00000
Corynebacterium breve	3049799	S	16	0	16	0.00000
Corynebacterium suedekumii	3049801	S	13	1	14	0.00000
Corynebacterium uberis	2883169	S	13	0	13	0.00000
Corynebacterium provencense	1737425	S	11	0	11	0.00000
Corynebacterium aquilae	203263	S	10	0	10	0.00000
Corynebacterium zhongnanshanii	2768834	S	10	0	10	0.00000
Corynebacterium kalinowskii	2675216	S	10	1	11	0.00000
Mycolicibacterium austroafricanum	39687	S	537	162	699	0.00003
Mycolicibacterium chitae	1792	S	19	1	20	0.00000
Mycolicibacterium mengxianglii	2736649	S	10	0	10	0.00000
Mycobacterium sp. IDR2000157661	2867005	S	24	2	26	0.00000
Mycobacterium ulcerans	1809	S	25	21	46	0.00000
Mycobacterium gordonae	1778	S	12	3	15	0.00000
Mycobacteroides chelonae	1774	S	21	3	24	0.00000
Mycolicibacter virginiensis	1795032	S	25	2	27	0.00000
Nocardia huaxiensis	2755382	S	19	7	26	0.00000
Nocardia terpenica	455432	S	16	3	19	0.00000
Nocardia sputorum	2984338	S	14	10	24	0.00000
Nocardia tengchongensis	2055889	S	11	6	17	0.00000
Rhodococcus sp. Z13	2962047	S	12	1	13	0.00000
Rhodococcus sp. LW-XY12	2856851	S	11	31	42	0.00000
Rhodococcus qingshengii	334542	S	10	14	24	0.00000
Rhodococcoides fascians	1828	S	14	1	15	0.00000
Gordonia sp. X0973	2742602	S	32	42	74	0.00000
Gordonia mangrovi	2665643	S	14	16	30	0.00000
Hoyosella subflava	639313	S	21	0	21	0.00000
Tomitella fengzijianii	2597660	S	13	2	15	0.00000
Propionibacterium freudenreichii	1744	S	114	23	137	0.00001
Propionibacterium acidifaciens	556499	S	14	1	15	0.00000
Cutibacterium modestum	2559073	S	43	9	52	0.00000
Cutibacterium acnes	1747	S	28	11	39	0.00000
Cutibacterium granulosum	33011	S	15	2	17	0.00000
Vaginimicrobium propionicum	1871034	S	29	1	30	0.00000
Microlunatus soli	630515	S	26	2	28	0.00000
Tessaracoccus timonensis	2161816	S	10	0	10	0.00000
Acidipropionibacterium jensenii	1749	S	10	0	10	0.00000
Nocardioides sp. TF02-7	2917724	S	17	8	25	0.00000
Nocardioides pantholopis	2483798	S	22	12	34	0.00000
Nocardioides panacisoli	627624	S	19	5	24	0.00000
Aeromicrobium sp. Leaf245	1736306	S	24	4	28	0.00000
Mumia sp. ZJ1417	2708082	S	11	1	12	0.00000
Kribbella sp. NBC_01505	2903580	S	17	7	24	0.00000
Amycolatopsis sp. DSM 110486	2865832	S	16	35	51	0.00000
Amycolatopsis sp. YIM 10	2653857	S	14	10	24	0.00000
Amycolatopsis sp. CA-230715	2745196	S	13	6	19	0.00000
Amycolatopsis rhabdoformis	1448059	S	12	6	18	0.00000
Pseudonocardia sp. AL041005-10	445576	S	14	9	23	0.00000
Pseudonocardia autotrophica	2074	S	16	1	17	0.00000
Pseudonocardia petroleophila	37331	S	13	2	15	0.00000
Pseudonocardia abyssalis	2792008	S	10	1	11	0.00000
Saccharopolyspora sp. SCSIO 74807	3118084	S	13	2	15	0.00000
Saccharopolyspora rosea	524884	S	11	2	13	0.00000
Kutzneria albida	43357	S	13	6	19	0.00000
Saccharothrix syringae	103733	S	15	3	18	0.00000
Lentzea sp. JNUCC 0626	3367513	S	13	1	14	0.00000
Crossiella sp. CA-258035	2981138	S	13	2	15	0.00000
Prauserella marina	530584	S	10	1	11	0.00000
Micromonospora sp. WMMA1976	3014995	S	10	38	48	0.00000
Micromonospora endophytica	515350	S	15	6	21	0.00000
Micromonospora ureilytica	709868	S	14	11	25	0.00000
Micromonospora zamorensis	709883	S	14	9	23	0.00000
Micromonospora sagamiensis	47875	S	12	6	18	0.00000
Actinoplanes missouriensis	1866	S	20	8	28	0.00000
Dactylosporangium sp. AC04546	2862460	S	10	7	17	0.00000
Phytohabitans flavus	1076124	S	12	2	14	0.00000
Nonomuraea coxensis	404386	S	27	21	48	0.00000
Nonomuraea sp. NBC_01738	2976003	S	12	3	15	0.00000
Nonomuraea sp. NBC_00507	2976002	S	10	5	15	0.00000
Sphaerisporangium sp. NBC_01403	2903599	S	11	2	13	0.00000
Actinomadura luteofluorescens	46163	S	39	6	45	0.00000
Thermobifida fusca	2021	S	10	0	10	0.00000
Streptomonospora litoralis	2498135	S	12	2	14	0.00000
Blastococcus brunescens	1564165	S	36	2	38	0.00000
Modestobacter sp. L9-4	2851567	S	12	0	12	0.00000
Frankia sp. QA3	710111	S	13	0	13	0.00000
Frankia sp. ArI3	1858	S	11	0	11	0.00000
Parafrankia sp. EAN1pec	298653	S	11	0	11	0.00000
Jiangella alkaliphila	419479	S	22	1	23	0.00000
Jiangella sp. DSM 45060	1798224	S	12	0	12	0.00000
Jatrophihabitans sp. GAS493	1907575	S	12	0	12	0.00000
Stackebrandtia nassauensis	283811	S	11	0	11	0.00000
Eggerthella lenta	84112	S	44541	5781	50322	0.00234
Eggerthella sp. YY7918	502558	S	235	14	249	0.00001
Eggerthella guodeyinii	2690837	S	91	12	103	0.00000
Gordonibacter pamelaeae	471189	S	2963	942	3905	0.00018
Gordonibacter urolithinfaciens	1335613	S	754	219	973	0.00005
Adlercreutzia equolifaciens	446660	S	330	65	395	0.00002
Adlercreutzia hattorii	2707299	S	268	83	351	0.00002
Slackia heliotrinireducens	84110	S	84	1	85	0.00000
Raoultibacter timonensis	1907662	S	71	1	72	0.00000
Berryella intestinalis	1531429	S	37	6	43	0.00000
Berryella wangjianweii	2734634	S	25	2	27	0.00000
Arabiibacter massiliensis	1870985	S	58	3	61	0.00000
Xiamenia xianingshaonis	2682776	S	45	1	46	0.00000
Denitrobacterium detoxificans	79604	S	26	1	27	0.00000
Cryptobacterium curtum	84163	S	25	0	25	0.00000
Collinsella stercoris	147206	S	14311	5053	19364	0.00090
Collinsella aerofaciens	74426	S	2991	1255	4246	0.00020
Collinsella sp. i05-0019-G5	3132705	S	418	628	1046	0.00005
Collinsella sp. zg1085	2844380	S	13	0	13	0.00000
Enorma phocaeensis	1871019	S	1120	85	1205	0.00006
Coriobacterium glomerans	33871	S	125	2	127	0.00001
Thermophilibacter mediterraneus	1871031	S	274	188	462	0.00002
Thermophilibacter immobilis	2779519	S	195	54	249	0.00001
Parolsenella massiliensis	1871022	S	245	103	348	0.00002
Parolsenella catena	2003188	S	156	74	230	0.00001
Olsenella timonensis	1805478	S	244	138	382	0.00002
Olsenella uli	133926	S	78	11	89	0.00000
Olsenella sp. oral taxon 807	712411	S	23	0	23	0.00000
Lancefieldella parvula	1382	S	167	7	174	0.00001
Lancefieldella sp. Marseille-Q7238	3022127	S	28	1	29	0.00000
Parafannyhessea umbonata	604330	S	112	23	135	0.00001
Fannyhessea vaginae	82135	S	53	4	57	0.00000
Atopobium sp. oral taxon 416	712157	S	30	1	31	0.00000
Leptogranulimonas caecicola	2894156	S	62	1	63	0.00000
Conexibacter woesei	191495	S	11	5	16	0.00000
Miltoncostaea oceani	2843216	S	11	0	11	0.00000
Iamia majanohamensis	467976	S	14	0	14	0.00000
Actinomarinicola tropica	2789776	S	12	0	12	0.00000
Rubrobacter tropicus	2653851	S	12	1	13	0.00000
Synechococcus sp. CBW1107	2789857	S	18	42	60	0.00000
Synechococcus sp. M16CYN	3103139	S	15	0	15	0.00000
Prochlorococcus marinus	1219	S	46	2	48	0.00000
Prochlorococcus sp. MIT 1223	3096217	S	16	0	16	0.00000
Cyanobium usitatum	2304190	S	13	1	14	0.00000
Halothece sp. PCC 7418	65093	S	42	17	59	0.00000
Planktothrix agardhii	1160	S	18	5	23	0.00000
[Phormidium] sp. ETS-05	222819	S	10	0	10	0.00000
Nostoc sp. C052	2576902	S	14	2	16	0.00000
Nostoc piscinale	224012	S	22	4	26	0.00000
Trichocoleus desertorum	1481672	S	30	1	31	0.00000
Pseudanabaena mucicola	71190	S	25	0	25	0.00000
Pleurocapsa sp. PCC 7327	118163	S	13	0	13	0.00000
Stanieria cyanosphaera	102116	S	12	0	12	0.00000
Crinalium epipsammum	241425	S	15	1	16	0.00000
Nodosilinea sp. E11	3037479	S	17	0	17	0.00000
Anthocerotibacter panamensis	2857077	S	12	0	12	0.00000
Chroococcidiopsis sp. CCMEE 29	155894	S	10	0	10	0.00000
Malacoplasma iowae	2116	S	272	4	276	0.00001
Mycoplasma suis	57372	S	82	0	82	0.00000
endosymbiont DhMRE of Dentiscutata heterogama	1609546	S	12	0	12	0.00000
Mariniplasma anaerobium	2735436	S	19	0	19	0.00000
Dehalococcoides mccartyi	61435	S	17	7	24	0.00000
Dehalogenimonas etheniformans	1536648	S	11	0	11	0.00000
Ktedonosporobacter rubrisoli	2509675	S	12	0	12	0.00000
Chthonomonas calidirosea	454171	S	11	0	11	0.00000
Cloacibacillus evryensis	508460	S	251	6	257	0.00001
Cloacibacillus porcorum	1197717	S	28	1	29	0.00000
Thermanaerovibrio acidaminovorans	81462	S	11	0	11	0.00000
Pyramidobacter piscolens	638849	S	30	7	37	0.00000
Pyramidobacter sp. YE332	3068894	S	21	4	25	0.00000
Jonquetella anthropi	428712	S	13	0	13	0.00000
Fretibacterium fastidiosum	651822	S	34	0	34	0.00000
Aminithiophilus ramosus	3029084	S	10	0	10	0.00000
Deinococcus sp. KNUC1210	2917691	S	22	20	42	0.00000
Thermus aquaticus	271	S	18	22	40	0.00000
Thermotoga sp. 2812B	1157948	S	14	10	24	0.00000
Defluviitoga tunisiensis	1006576	S	15	2	17	0.00000
Mesotoga prima	1184387	S	15	0	15	0.00000
Ilyobacter polytropus	167642	S	90	2	92	0.00000
uncultured Ilyobacter sp.	544433	S	37	1	38	0.00000
Fusobacterium necrophorum	859	S	17	42	59	0.00000
Leptotrichia wadei	157687	S	20	21	41	0.00000
Sebaldella termitidis	826	S	25	1	26	0.00000
Pseudoleptotrichia goodfellowii	157692	S	10	3	13	0.00000
Persicimonas caeni	2292766	S	18	0	18	0.00000
Homo sapiens	9606	S	107758	1996	109754	0.00510
Sulfolobus acidocaldarius	2285	S	3737	25	3762	0.00017
Saccharolobus sp. A20	1891280	S	15	0	15	0.00000
Methanobrevibacter smithii	2173	S	1187	134	1321	0.00006
Methanobrevibacter sp. TLL-48-HuF1	2870563	S	28	4	32	0.00000
Methanosphaera stadtmanae	2317	S	10	0	10	0.00000
Methanosarcina barkeri	2208	S	19	5	24	0.00000
Methanosarcina sp. MTP4	1434100	S	11	0	11	0.00000
Methanolobus sp. WCC4	3125784	S	15	2	17	0.00000
Methanolobus zinderi	536044	S	12	1	13	0.00000
Methanimicrococcus stummii	3028294	S	20	1	21	0.00000
Methanococcoides orientis	2822137	S	11	0	11	0.00000
Methanosalsum zhilinae	39669	S	12	0	12	0.00000
Methanoregula formicica	882104	S	11	0	11	0.00000
Methanocella arvoryzae	1175445	S	13	0	13	0.00000
Haloarcula sp. JP-L23	2716717	S	11	24	35	0.00000
Aciduliprofundum sp. MAR08-339	673860	S	13	0	13	0.00000
Diorhovirus intestinalis	2955762	S	4255	204	4459	0.00021
Diorhovirus copri	2955761	S	64	2	66	0.00000
Carjivirus communis	2955582	S	45	16	61	0.00000
Jahgtovirus intestinalis	2955996	S	136	3	139	0.00001
Culoivirus americanus	2955725	S	353	286	639	0.00003
Culoivirus faecalis	2955726	S	43	7	50	0.00000
Culoivirus intestinalis	2955727	S	34	16	50	0.00000
Canhaevirus faecalis	2955578	S	125	1	126	0.00001
Cohcovirus hiberniae	2955711	S	38	2	40	0.00000
Afonbuvirus coli	2955232	S	106	47	153	0.00001
Afonbuvirus intestinihominis	2955234	S	36	23	59	0.00000
Afonbuvirus faecalis	2955233	S	32	23	55	0.00000
Aurodevirus hiberniae	2955382	S	61	4	65	0.00000
Brigitvirus brigit	2734096	S	51	9	60	0.00000
Oengusvirus oengus	2734262	S	35	2	37	0.00000
Peduovirus P22H1	2844217	S	15	105624	105639	0.00491
Tsarbombavirus tsarbomba	1985183	S	10	0	10	0.00000
Parabacteroides phage YZ-2015b	1655645	S	159	513	672	0.00003
